senderID,receiverID,amount,transactionType,transactionDate
Minting Level Income,MC5623181,0.1347,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC5832092,0.0536,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6078218,2.2358,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6106418,3.9065,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6244314,0.1815,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6588012,6.6325,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6653851,0.066,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6755591,0.0828,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC6946989,0.495,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC7076453,0.0413,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC7228064,0.033,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC7456490,5.1975,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC7565994,2.475,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC8270182,0.0165,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC8374449,0.99,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC8610353,0.99,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC8782877,0.099,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC8954564,6.7835,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC9008309,0.0498,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC9014956,3.7545,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC9267266,0.0299,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC9471052,0.038,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC9521935,0.99,Minting Level Income,2025-07-29T09:22:49.867+00:00
Minting Level Income,MC9876220,1.485,Minting Level Income,2025-07-29T09:22:49.867+00:00
Mint Income,MC6301970,33,Mint Income,2025-07-29T09:25:55.867+00:00
Mint Income,MC8782877,6.6,Mint Income,2025-07-29T09:27:22.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-29T09:28:14.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-29T09:28:14.867+00:00
Mint Income,MC6078218,6.6,Mint Income,2025-07-29T09:28:49.867+00:00
Mint Income,MC8270182,6.6,Mint Income,2025-07-29T09:29:44.867+00:00
Mint Income,MC2192955,0.0825,Mint Income,2025-07-29T09:31:30.867+00:00
Mint Income,MC6106418,9.9,Mint Income,2025-07-29T09:32:04.867+00:00
Mint Income,MC1810108,13.365,Mint Income,2025-07-29T09:32:13.867+00:00
Mint Income,MC8123068,9.9,Mint Income,2025-07-29T09:32:22.867+00:00
Mint Income,MC6223155,0.33,Mint Income,2025-07-29T09:32:33.867+00:00
Mint Income,MC4147281,0.99,Mint Income,2025-07-29T09:33:22.867+00:00
Mint Income,MC3405424,9.9,Mint Income,2025-07-29T09:34:26.867+00:00
Mint Income,MC1575393,6.6,Mint Income,2025-07-29T09:39:03.867+00:00
Mint Income,MC3243987,9.9,Mint Income,2025-07-29T09:44:46.867+00:00
Mint Income,MC8240141,1.32,Mint Income,2025-07-29T09:56:18.867+00:00
Mint Income,MC8954564,7.26,Mint Income,2025-07-29T09:58:10.867+00:00
Mint Income,MC2081636,2.665,Mint Income,2025-07-29T09:58:37.867+00:00
Mint Income,MC9014956,7.095,Mint Income,2025-07-29T10:06:57.867+00:00
Mint Income,MC7000797,0.33,Mint Income,2025-07-29T10:12:38.867+00:00
Mint Income,MC8131371,9.9,Mint Income,2025-07-29T11:01:34.867+00:00
Mint Income,MC1603820,1,Mint Income,2025-07-29T11:01:57.867+00:00
Mint Income,MC7353896,9.9,Mint Income,2025-07-29T11:03:55.867+00:00
Mint Income,MC1459401,9.9,Mint Income,2025-07-29T11:04:06.867+00:00
Mint Income,MC5767815,9.9,Mint Income,2025-07-29T11:04:14.867+00:00
Mint Income,MC8708777,0.2475,Mint Income,2025-07-29T13:06:23.867+00:00
Mint Income,MC2682482,6.6,Mint Income,2025-07-29T13:20:43.867+00:00
Mint Income,MC5359627,0.0825,Mint Income,2025-07-29T13:44:20.867+00:00
Mint Income,MC5400047,0.2475,Mint Income,2025-07-29T14:20:27.867+00:00
Mint Income,MC9984121,0.99,Mint Income,2025-07-29T14:31:05.867+00:00
Mint Income,MC1642111,0.0825,Mint Income,2025-07-29T14:37:57.867+00:00
Mint Income,MC4955784,0.99,Mint Income,2025-07-29T14:41:00.867+00:00
Mint Income,MC5242915,0.4575,Mint Income,2025-07-29T14:47:20.867+00:00
Mint Income,MC1165261,0.2475,Mint Income,2025-07-29T14:47:40.867+00:00
Mint Income,MC6946989,3.3,Mint Income,2025-07-29T15:03:24.867+00:00
Mint Income,MC5505724,0.33,Mint Income,2025-07-29T15:12:31.867+00:00
Mint Income,MC1802055,1.3325,Mint Income,2025-07-29T15:15:03.867+00:00
Mint Income,MC9818660,0.99,Mint Income,2025-07-29T15:24:28.867+00:00
Mint Income,MC3937433,0.165,Mint Income,2025-07-29T15:26:24.867+00:00
Mint Income,MC7418397,0.99,Mint Income,2025-07-29T15:46:56.867+00:00
Mint Income,MC1469782,4.95,Mint Income,2025-07-29T16:00:16.867+00:00
Mint Income,MC7565994,99,Mint Income,2025-07-29T16:16:09.867+00:00
Mint Income,MC5521351,0.165,Mint Income,2025-07-29T16:32:12.867+00:00
Mint Income,MC2933147,19.8,Mint Income,2025-07-29T16:49:22.867+00:00
Mint Income,MC7630307,0.495,Mint Income,2025-07-29T17:30:37.867+00:00
Mint Income,MC6244314,1.32,Mint Income,2025-07-29T17:34:57.867+00:00
Mint Income,MC5832092,0.2986,Mint Income,2025-07-29T18:15:17.867+00:00
Mint Income,MC4320184,0.165,Mint Income,2025-07-29T18:34:37.867+00:00
Mint Income,MC9988109,10.065,Mint Income,2025-07-29T18:38:42.867+00:00
Mint Income,MC3931889,33,Mint Income,2025-07-29T19:01:37.867+00:00
Mint Income,MC5202905,3.3,Mint Income,2025-07-29T19:05:44.867+00:00
Mint Income,MC9121924,0.33,Mint Income,2025-07-29T19:15:25.867+00:00
Mint Income,MC2987615,9.9,Mint Income,2025-07-29T19:33:54.867+00:00
Mint Income,MC7711812,0.0825,Mint Income,2025-07-29T19:44:16.867+00:00
Mint Income,MC340443,49.5,Mint Income,2025-07-29T19:45:13.867+00:00
Mint Income,MC1897522,49.5,Mint Income,2025-07-29T19:45:29.867+00:00
Mint Income,MC2951876,19.8,Mint Income,2025-07-29T19:45:33.867+00:00
Mint Income,MC2862160,19.8,Mint Income,2025-07-29T19:45:39.867+00:00
Mint Income,MC9422959,0.165,Mint Income,2025-07-29T19:53:02.867+00:00
Mint Income,MC4595039,0.0825,Mint Income,2025-07-29T19:57:33.867+00:00
Mint Income,MC9207770,6.6,Mint Income,2025-07-29T19:59:45.867+00:00
Mint Income,MC3331331,0.0413,Mint Income,2025-07-29T20:15:48.867+00:00
Mint Income,MC1899810,0.33,Mint Income,2025-07-29T20:16:05.867+00:00
Mint Income,MC5453359,6.6,Mint Income,2025-07-29T20:42:48.867+00:00
Mint Income,MC2878509,6.6,Mint Income,2025-07-29T20:43:33.867+00:00
Mint Income,MC9575154,6.6,Mint Income,2025-07-29T21:10:58.867+00:00
Mint Income,MC5375376,1.65,Mint Income,2025-07-29T22:02:16.867+00:00
Mint Income,MC8801046,0.165,Mint Income,2025-07-29T22:11:00.867+00:00
Mint Income,MC3331511,6.6,Mint Income,2025-07-29T22:16:56.867+00:00
Mint Income,MC7067898,9.9,Mint Income,2025-07-29T22:46:04.867+00:00
Mint Income,MC8761343,9.9,Mint Income,2025-07-29T22:58:55.867+00:00
Mint Income,MC3417527,0.99,Mint Income,2025-07-29T23:24:18.867+00:00
MC1426670 ,MC2933147,5,Direct Income,2025-07-30T01:08:00.867+00:00
Mint Income,MC4631188,2.3925,Mint Income,2025-07-30T01:30:48.867+00:00
Mint Income,MC7456490,49.5,Mint Income,2025-07-30T02:19:46.867+00:00
Mint Income,MC6167752,0.99,Mint Income,2025-07-30T03:49:58.867+00:00
Mint Income,MC6755591,7.5,Mint Income,2025-07-30T03:50:05.867+00:00
Mint Income,MC2407980,9.9,Mint Income,2025-07-30T03:50:13.867+00:00
Mint Income,MC5212881,9.9,Mint Income,2025-07-30T03:50:20.867+00:00
Mint Income,MC2640189,0.99,Mint Income,2025-07-30T04:01:15.867+00:00
Mint Income,MC7520252,0.0825,Mint Income,2025-07-30T04:01:32.867+00:00
Mint Income,MC9424683,0.99,Mint Income,2025-07-30T04:02:16.867+00:00
Mint Income,MC4852807,0.99,Mint Income,2025-07-30T04:03:40.867+00:00
Mint Income,MC4446264,0.165,Mint Income,2025-07-30T04:07:00.867+00:00
Mint Income,MC6157351,0.0825,Mint Income,2025-07-30T04:12:58.867+00:00
Mint Income,MC9787611,6.6,Mint Income,2025-07-30T04:54:47.867+00:00
Mint Income,MC9926011,0.0825,Mint Income,2025-07-30T04:59:34.867+00:00
Mint Income,MC3745361,0.165,Mint Income,2025-07-30T05:00:36.867+00:00
Mint Income,MC8548529,0.1815,Mint Income,2025-07-30T05:08:16.867+00:00
Mint Income,MC1646404,0.0825,Mint Income,2025-07-30T05:09:18.867+00:00
Mint Income,MC5623181,6.6,Mint Income,2025-07-30T05:25:35.867+00:00
Mint Income,MC3988379,6.6,Mint Income,2025-07-30T05:26:30.867+00:00
Mint Income,MC9876220,1.3465,Mint Income,2025-07-30T05:31:14.867+00:00
Mint Income,MC9133363,4.95,Mint Income,2025-07-30T05:31:21.867+00:00
Mint Income,MC6809025,4.95,Mint Income,2025-07-30T05:31:26.867+00:00
Mint Income,MC8769755,4.95,Mint Income,2025-07-30T05:31:31.867+00:00
Mint Income,MC9577715,0.99,Mint Income,2025-07-30T05:35:59.867+00:00
Mint Income,MC6653851,0.33,Mint Income,2025-07-30T05:39:32.867+00:00
Mint Income,MC2402013,0.99,Mint Income,2025-07-30T06:03:24.867+00:00
Mint Income,MC9567251,0.99,Mint Income,2025-07-30T06:03:35.867+00:00
Mint Income,MC4915053,0.99,Mint Income,2025-07-30T06:03:44.867+00:00
Mint Income,MC7465314,9.9,Mint Income,2025-07-30T06:04:01.867+00:00
Mint Income,MC2060628,0.33,Mint Income,2025-07-30T06:04:10.867+00:00
Mint Income,MC2986509,0.2,Mint Income,2025-07-30T06:16:26.867+00:00
Mint Income,MC4311217,9.9,Mint Income,2025-07-30T06:22:26.867+00:00
Mint Income,MC3564968,1.33,Mint Income,2025-07-30T06:22:52.867+00:00
Mint Income,MC2177687,0.0825,Mint Income,2025-07-30T06:51:10.867+00:00
Mint Income,MC9471052,0.495,Mint Income,2025-07-30T07:06:00.867+00:00
Mint Income,MC7076453,0.3795,Mint Income,2025-07-30T07:06:09.867+00:00
Mint Income,MC2138897,9.9,Mint Income,2025-07-30T07:07:06.867+00:00
Mint Income,MC2564876,1.25,Mint Income,2025-07-30T07:15:16.867+00:00
Mint Income,MC7105640,0.0825,Mint Income,2025-07-30T08:03:22.867+00:00
Mint Income,MC5276082,0.5,Mint Income,2025-07-30T08:07:09.867+00:00
Mint Income,MC1471854,9.9,Mint Income,2025-07-30T08:37:18.867+00:00
Mint Income,MC3795778,1.98,Mint Income,2025-07-30T09:06:22.867+00:00
Mint Income,MC6588012,6.6,Mint Income,2025-07-30T09:10:28.867+00:00
Mint Income,MC9081836,0.495,Mint Income,2025-07-30T09:12:24.867+00:00
Mint Income,MC3243987,9.9,Mint Income,2025-07-30T09:42:14.867+00:00
Mint Income,MC1575393,6.6,Mint Income,2025-07-30T09:45:23.867+00:00
Mint Income,MC6106418,9.9,Mint Income,2025-07-30T09:53:37.867+00:00
Mint Income,MC1810108,13.365,Mint Income,2025-07-30T09:54:11.867+00:00
Mint Income,MC8123068,9.9,Mint Income,2025-07-30T09:54:33.867+00:00
Mint Income,MC6223155,0.33,Mint Income,2025-07-30T09:55:02.867+00:00
Mint Income,MC2192955,0.0825,Mint Income,2025-07-30T09:55:31.867+00:00
Mint Income,MC3405424,9.9,Mint Income,2025-07-30T09:58:54.867+00:00
Mint Income,MC8270182,6.6,Mint Income,2025-07-30T10:06:29.867+00:00
Mint Income,MC9014956,7.095,Mint Income,2025-07-30T10:25:11.867+00:00
Mint Income,MC8869573,83.16,Mint Income,2025-07-30T10:35:01.867+00:00
Mint Income,MC6830910,0.33,Mint Income,2025-07-30T10:38:40.867+00:00
Mint Income,MC8954564,7.26,Mint Income,2025-07-30T10:50:56.867+00:00
Mint Income,MC2081636,2.9719,Mint Income,2025-07-30T10:51:04.867+00:00
Mint Income,MC1603820,1,Mint Income,2025-07-30T11:01:25.867+00:00
Mint Income,MC8131371,9.9,Mint Income,2025-07-30T11:01:41.867+00:00
Mint Income,MC7353896,9.9,Mint Income,2025-07-30T11:03:44.867+00:00
Mint Income,MC1459401,9.9,Mint Income,2025-07-30T11:04:00.867+00:00
Mint Income,MC5767815,9.9,Mint Income,2025-07-30T11:04:17.867+00:00
Mint Income,MC7000797,0.33,Mint Income,2025-07-30T11:04:26.867+00:00
Mint Income,MC3072974,6.6,Mint Income,2025-07-30T11:17:58.867+00:00
Minting Level Income,MC1165261,1.0571,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1382081,0.033,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1603820,0.99,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1642111,0.0083,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1646404,0.0083,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1802055,1.0065,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1810108,0.0165,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1897522,3.96,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1899810,0.224,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC1915335,0.0166,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC2081636,0.02,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC2192955,0.0083,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC2402013,1.221,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC2564876,0.198,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC2986509,0.132,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC3072974,0.0248,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC340443,4.95,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC3405424,0.132,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC3564968,0.99,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC3745361,0.1333,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC3795778,0.02,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC3988379,4.906,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC4061955,0.033,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC4063554,0.099,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC4446264,0.0165,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC4845337,0.132,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC4852807,0.198,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC5276082,0.33,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC5521351,0.0083,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC5623181,0.1347,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC5832092,0.0702,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6078218,1.98,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6106418,3.9607,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6244314,0.1485,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6588012,7.6363,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6653851,0.066,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6755591,2.1865,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC6946989,0.495,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC7076453,0.0496,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC7228064,0.05,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC7456490,5.1975,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC7565994,2.475,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC7711812,0.0165,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC8270182,0.0165,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC8374449,0.99,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC8610353,0.99,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC8782877,0.099,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC8954564,8.2173,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC9008309,0.0498,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC9014956,5.6405,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC9267266,0.0299,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC9471052,0.038,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC9521935,0.99,Minting Level Income,2025-07-30T11:46:03.867+00:00
Minting Level Income,MC9876220,1.485,Minting Level Income,2025-07-30T11:46:03.867+00:00
Convenience Fee,MC6588012,0,Convenience Fee,2025-07-30T11:57:22.867+00:00
Fund Withdrawal,MC6588012,0,Fund Withdrawal,2025-07-30T11:57:22.867+00:00
Mint Income,MC3323057,6.6,Mint Income,2025-07-30T12:07:36.867+00:00
Mint Income,MC5359627,0.0825,Mint Income,2025-07-30T13:43:43.867+00:00
Mint Income,MC5400047,0.2475,Mint Income,2025-07-30T14:01:16.867+00:00
Mint Income,MC9984121,0.99,Mint Income,2025-07-30T14:32:50.867+00:00
Mint Income,MC1802055,1.3325,Mint Income,2025-07-30T15:00:21.867+00:00
Mint Income,MC7418397,0.99,Mint Income,2025-07-30T15:02:41.867+00:00
Mint Income,MC6946989,3.3,Mint Income,2025-07-30T15:04:42.867+00:00
Mint Income,MC8708777,0.2475,Mint Income,2025-07-30T15:06:24.867+00:00
Mint Income,MC5505724,0.33,Mint Income,2025-07-30T15:12:13.867+00:00
Mint Income,MC3937433,0.165,Mint Income,2025-07-30T15:12:20.867+00:00
Mint Income,MC1165261,0.2475,Mint Income,2025-07-30T15:20:08.867+00:00
Mint Income,MC4980098,0.0825,Mint Income,2025-07-30T15:41:31.867+00:00
Mint Income,MC7417980,0.0825,Mint Income,2025-07-30T15:43:23.867+00:00
Mint Income,MC1469782,9.9,Mint Income,2025-07-30T16:02:57.867+00:00
Mint Income,MC7228064,0.33,Mint Income,2025-07-30T16:35:22.867+00:00
Mint Income,MC1642111,0.0825,Mint Income,2025-07-30T16:50:47.867+00:00
Mint Income,MC5296570,9.9,Mint Income,2025-07-30T17:00:49.867+00:00
Mint Income,MC6244314,1.6797,Mint Income,2025-07-30T17:06:22.867+00:00
Mint Income,MC7630307,0.495,Mint Income,2025-07-30T17:30:23.867+00:00
Mint Income,MC5832092,0.2986,Mint Income,2025-07-30T18:15:21.867+00:00
Mint Income,MC9988109,10.065,Mint Income,2025-07-30T18:35:36.867+00:00
Mint Income,MC3384067,0.0825,Mint Income,2025-07-30T18:37:32.867+00:00
Mint Income,MC2274681,0.165,Mint Income,2025-07-30T18:39:30.867+00:00
Mint Income,MC5242915,0.4575,Mint Income,2025-07-30T18:45:51.867+00:00
Mint Income,MC4320184,0.33,Mint Income,2025-07-30T19:08:22.867+00:00
Mint Income,MC5202905,3.3,Mint Income,2025-07-30T19:09:24.867+00:00
Mint Income,MC2682482,6.6,Mint Income,2025-07-30T19:17:24.867+00:00
Mint Income,MC9121924,0.33,Mint Income,2025-07-30T19:21:03.867+00:00
Mint Income,MC7711812,0.0825,Mint Income,2025-07-30T19:28:01.867+00:00
Mint Income,MC2987615,9.9,Mint Income,2025-07-30T19:34:57.867+00:00
Mint Income,MC340443,49.5,Mint Income,2025-07-30T19:45:33.867+00:00
Mint Income,MC1897522,49.5,Mint Income,2025-07-30T19:45:38.867+00:00
Mint Income,MC2951876,19.8,Mint Income,2025-07-30T19:45:43.867+00:00
Mint Income,MC2862160,19.8,Mint Income,2025-07-30T19:45:48.867+00:00
Mint Income,MC2933147,19.8,Mint Income,2025-07-30T19:46:42.867+00:00
Mint Income,MC4595039,0.0825,Mint Income,2025-07-30T19:52:48.867+00:00
Convenience Fee,MC8954564,0,Convenience Fee,2025-07-30T20:08:56.867+00:00
Fund Withdrawal,MC8954564,0,Fund Withdrawal,2025-07-30T20:08:56.867+00:00
Mint Income,MC1899810,0.33,Mint Income,2025-07-30T20:11:36.867+00:00
Mint Income,MC7565994,99,Mint Income,2025-07-30T20:12:32.867+00:00
Convenience Fee,MC7565994,0,Convenience Fee,2025-07-30T20:19:36.867+00:00
Fund Withdrawal,MC7565994,0,Fund Withdrawal,2025-07-30T20:19:36.867+00:00
Mint Income,MC3297061,0.99,Mint Income,2025-07-30T21:37:59.867+00:00
Mint Income,MC5939786,0.33,Mint Income,2025-07-30T21:38:19.867+00:00
Mint Income,MC8761343,9.9,Mint Income,2025-07-30T22:10:26.867+00:00
Mint Income,MC3331511,6.6,Mint Income,2025-07-30T22:16:54.867+00:00
Mint Income,MC9375085,0.495,Mint Income,2025-07-30T22:18:05.867+00:00
Mint Income,MC8801046,0.165,Mint Income,2025-07-30T22:20:46.867+00:00
Mint Income,MC7067898,9.9,Mint Income,2025-07-30T22:39:13.867+00:00
Mint Income,MC9575154,6.6,Mint Income,2025-07-30T22:43:30.867+00:00
Mint Income,MC6301970,33,Mint Income,2025-07-30T22:52:15.867+00:00
Mint Income,MC5375376,1.65,Mint Income,2025-07-30T22:52:35.867+00:00
Mint Income,MC8782877,6.6,Mint Income,2025-07-30T22:53:21.867+00:00
Mint Income,MC4147281,0.99,Mint Income,2025-07-30T22:54:09.867+00:00
Mint Income,MC6078218,6.6,Mint Income,2025-07-30T22:54:58.867+00:00
Mint Income,MC9422959,0.165,Mint Income,2025-07-30T23:58:07.867+00:00
Mint Income,MC4381588,0.5445,Mint Income,2025-07-31T00:00:27.867+00:00
Mint Income,MC1291738,0.5445,Mint Income,2025-07-31T00:01:40.867+00:00
Hyper Binary Income,MC2933147,5,Hyper Binary Income,2025-07-31T00:01:47.867+00:00
Hyper Binary Income,MC340443,3,Hyper Binary Income,2025-07-31T00:01:47.867+00:00
Hyper Binary Income,MC7456490,3,Hyper Binary Income,2025-07-31T00:01:47.867+00:00
Hyper Binary Income,MC7565994,3,Hyper Binary Income,2025-07-31T00:01:47.867+00:00
Hyper Binary Income,MC8869573,3,Hyper Binary Income,2025-07-31T00:01:47.867+00:00
Mint Income,MC4073916,0.5445,Mint Income,2025-07-31T00:03:33.867+00:00
Mint Income,MC4845337,0.2,Mint Income,2025-07-31T01:46:04.867+00:00
Mint Income,MC7456490,49.5,Mint Income,2025-07-31T02:16:40.867+00:00
Mint Income,MC1426670,0.495,Mint Income,2025-07-31T03:21:34.867+00:00
Mint Income,MC6755591,7.5,Mint Income,2025-07-31T03:45:15.867+00:00
Mint Income,MC2407980,9.9,Mint Income,2025-07-31T03:45:27.867+00:00
Mint Income,MC5212881,9.9,Mint Income,2025-07-31T03:45:33.867+00:00
Mint Income,MC6167752,0.99,Mint Income,2025-07-31T03:45:38.867+00:00
Mint Income,MC2640189,0.99,Mint Income,2025-07-31T04:01:27.867+00:00
Mint Income,MC7520252,0.0825,Mint Income,2025-07-31T04:01:35.867+00:00
Mint Income,MC9424683,0.99,Mint Income,2025-07-31T04:02:54.867+00:00
Mint Income,MC4852807,0.99,Mint Income,2025-07-31T04:04:49.867+00:00
Mint Income,MC4446264,0.165,Mint Income,2025-07-31T04:07:05.867+00:00
Mint Income,MC4631188,2.3925,Mint Income,2025-07-31T04:08:48.867+00:00
Mint Income,MC6157351,0.0825,Mint Income,2025-07-31T04:24:00.867+00:00
Mint Income,MC9818660,0.99,Mint Income,2025-07-31T04:41:54.867+00:00
Mint Income,MC6333566,0.0825,Mint Income,2025-07-31T04:49:46.867+00:00
Mint Income,MC3745361,0.165,Mint Income,2025-07-31T05:00:43.867+00:00
Mint Income,MC1646404,0.0825,Mint Income,2025-07-31T05:09:22.867+00:00
Mint Income,MC9577715,0.99,Mint Income,2025-07-31T05:11:35.867+00:00
Mint Income,MC8548529,0.1815,Mint Income,2025-07-31T05:13:25.867+00:00
Mint Income,MC9876220,1.3465,Mint Income,2025-07-31T05:33:20.867+00:00
Mint Income,MC9133363,4.95,Mint Income,2025-07-31T05:33:26.867+00:00
Mint Income,MC6809025,4.95,Mint Income,2025-07-31T05:33:32.867+00:00
Mint Income,MC8769755,4.95,Mint Income,2025-07-31T05:33:38.867+00:00
Mint Income,MC3988379,6.6,Mint Income,2025-07-31T05:35:03.867+00:00
Mint Income,MC5623181,6.6,Mint Income,2025-07-31T05:36:32.867+00:00
Mint Income,MC2878509,6.6,Mint Income,2025-07-31T05:38:14.867+00:00
Mint Income,MC5453359,6.6,Mint Income,2025-07-31T05:39:00.867+00:00
Mint Income,MC6653851,0.33,Mint Income,2025-07-31T05:39:28.867+00:00
Mint Income,MC2402013,0.99,Mint Income,2025-07-31T06:00:35.867+00:00
Mint Income,MC9567251,0.99,Mint Income,2025-07-31T06:00:54.867+00:00
Mint Income,MC4915053,0.99,Mint Income,2025-07-31T06:01:11.867+00:00
Mint Income,MC7465314,9.9,Mint Income,2025-07-31T06:01:21.867+00:00
Mint Income,MC2060628,0.33,Mint Income,2025-07-31T06:01:36.867+00:00
Mint Income,MC9207770,6.6,Mint Income,2025-07-31T06:25:42.867+00:00
Mint Income,MC2986509,0.2,Mint Income,2025-07-31T06:30:43.867+00:00
Mint Income,MC2138897,9.9,Mint Income,2025-07-31T07:01:31.867+00:00
Mint Income,MC3564968,1.33,Mint Income,2025-07-31T07:46:09.867+00:00
Mint Income,MC4311217,9.9,Mint Income,2025-07-31T07:46:26.867+00:00
Mint Income,MC2329434,0.165,Mint Income,2025-07-31T08:00:18.867+00:00
Mint Income,MC8240141,1.32,Mint Income,2025-07-31T08:21:22.867+00:00
Mint Income,MC1471854,9.9,Mint Income,2025-07-31T08:26:16.867+00:00
Mint Income,MC2564876,1.25,Mint Income,2025-07-31T08:34:46.867+00:00
Mint Income,MC7105640,0.0825,Mint Income,2025-07-31T08:41:57.867+00:00
Mint Income,MC4063554,0.165,Mint Income,2025-07-31T08:52:48.867+00:00
Mint Income,MC3243987,9.9,Mint Income,2025-07-31T09:17:09.867+00:00
Convenience Fee,MC1802055,0,Convenience Fee,2025-07-31T09:18:06.867+00:00
